event_id,ts,machine_id,sensor,value,severity
186,2024-06-01 01:12:08.037914127,M007,current,42.58,critical
187,2024-06-01 01:12:23.252019941,M019,current,34.27,info
188,2024-06-01 01:12:36.824308626,M024,vibration,2.17,info
189,2024-06-01 01:13:12.772244964,M016,temp,66.3,info
190,2024-06-01 01:13:13.765640120,M004,temp,64.29,info
191,2024-06-01 01:13:18.701236131,M021,vibration,2.41,info
192,2024-06-01 01:13:27.306450971,M012,temp,70.13,info
193,2024-06-01 01:14:42.672682449,M015,pressure,6.05,info
194,2024-06-01 01:15:04.810073925,M010,pressure,6.46,info
195,2024-06-01 01:15:15.354150608,M019,vibration,2.13,info
196,2024-06-01 01:15:23.728291972,M010,vibration,2.9,info
197,2024-06-01 01:15:30.773371529,M009,vibration,3.13,info
198,2024-06-01 01:15:53.152817511,M008,vibration,2.02,info
199,2024-06-01 01:16:16.356651520,M004,vibration,2.11,info
200,2024-06-01 01:16:46.014932069,M004,vibration,3.62,info
201,2024-06-01 01:16:55.431642895,M014,temp,71.43,info
202,2024-06-01 01:17:25.749301305,M021,current,32.85,info
203,2024-06-01 01:17:36.175850559,M011,current,28.34,info
204,2024-06-01 01:17:37.957830650,M004,vibration,2.99,info
205,2024-06-01 01:18:21.975450286,M010,vibration,2.89,info
206,2024-06-01 01:18:26.967380361,M016,temp,61.84,info
207,2024-06-01 01:18:42.799185774,M017,pressure,6.66,info
208,2024-06-01 01:19:30.174372424,M008,current,31.81,info
209,2024-06-01 01:19:43.816644079,M006,vibration,0.61,warning
210,2024-06-01 01:20:28.835958800,M016,vibration,2.71,info
211,2024-06-01 01:21:02.632530290,M008,current,33.52,info
212,2024-06-01 01:21:09.386839489,M024,vibration,2.73,info
213,2024-06-01 01:21:10.642942473,M019,pressure,4.08,warning
214,2024-06-01 01:21:12.673999044,M020,vibration,0.79,warning
215,2024-06-01 01:21:15.285455143,M016,pressure,5.78,info
216,2024-06-01 01:21:35.841760436,M017,pressure,5.79,info
217,2024-06-01 01:21:39.965837336,M020,vibration,3.88,info
218,2024-06-01 01:22:12.051683835,M005,temp,61.99,info
219,2024-06-01 01:22:55.628606159,M017,current,28.61,info
220,2024-06-01 01:23:06.395305821,M002,pressure,6.45,info
221,2024-06-01 01:24:10.653004125,M020,temp,71.45,info
222,2024-06-01 01:25:12.213754006,M015,temp,60.56,info
223,2024-06-01 01:25:14.009291091,M016,current,31.05,info
224,2024-06-01 01:25:19.984461550,M011,temp,72.07,info
225,2024-06-01 01:25:24.096148042,M010,vibration,2.65,info
226,2024-06-01 01:25:31.417496291,M009,temp,64.21,info
227,2024-06-01 01:26:27.676477305,M006,vibration,3.37,info
228,2024-06-01 01:26:30.068235621,M022,temp,55.68,info
229,2024-06-01 01:26:30.268542580,M003,pressure,5.71,info
230,2024-06-01 01:26:31.969302448,M023,pressure,5.38,info
231,2024-06-01 01:26:55.442041515,M013,temp,62.24,info
232,2024-06-01 01:27:10.756547902,M024,vibration,2.62,info
233,2024-06-01 01:27:22.272016053,M023,vibration,3.69,info
234,2024-06-01 01:27:28.395647634,M019,temp,67.15,info
235,2024-06-01 01:28:17.255177666,M016,vibration,1.87,info
236,2024-06-01 01:28:56.433712085,M015,current,25.94,info
237,2024-06-01 01:29:05.297159832,M016,current,25.13,info
238,2024-06-01 01:29:09.729707757,M015,current,32.32,info
239,2024-06-01 01:29:22.335929111,M007,vibration,4.38,warning
240,2024-06-01 01:29:34.164500055,M009,vibration,3.93,info
241,2024-06-01 01:29:39.633472175,M011,current,28.21,info
242,2024-06-01 01:29:42.938174211,M010,current,36.19,info
243,2024-06-01 01:30:10.298825921,M015,current,36.79,info
244,2024-06-01 01:30:12.706996971,M006,vibration,3.59,info
245,2024-06-01 01:30:20.740790210,M003,temp,63.64,info
246,2024-06-01 01:30:29.381546075,M012,pressure,5.48,info
247,2024-06-01 01:30:33.745272591,M020,temp,60.1,info
248,2024-06-01 01:30:53.949259637,M013,vibration,2.5,info
249,2024-06-01 01:31:10.375239902,M022,temp,58.23,info
250,2024-06-01 01:31:40.414917532,M002,current,31.88,info
251,2024-06-01 01:32:14.091915129,M009,vibration,1.94,info
252,2024-06-01 01:32:23.371813594,M021,pressure,6.63,info
253,2024-06-01 01:32:43.871820339,M015,temp,65.55,info
254,2024-06-01 01:32:44.268609897,M022,current,22.51,info
255,2024-06-01 01:32:56.033038004,M012,pressure,6.56,info
256,2024-06-01 01:33:00.495319102,M021,vibration,1.63,info
257,2024-06-01 01:33:43.133155408,M022,current,29.73,info
258,2024-06-01 01:34:25.828377297,M021,pressure,6.95,info
259,2024-06-01 01:35:01.824279030,M004,vibration,2.5,info
260,2024-06-01 01:35:19.245929637,M014,pressure,5.8,info
261,2024-06-01 01:35:21.347205716,M018,pressure,5.8,info
262,2024-06-01 01:35:43.426938250,M007,vibration,3.38,info
263,2024-06-01 01:35:45.141517610,M020,temp,57.64,info
264,2024-06-01 01:36:04.933038755,M016,current,35.03,info
265,2024-06-01 01:36:06.260262432,M008,temp,58.39,info
266,2024-06-01 01:37:07.234995265,M007,temp,66.68,info
267,2024-06-01 01:37:48.219396151,M013,current,32.0,info
268,2024-06-01 01:38:30.921840352,M017,pressure,7.02,info
269,2024-06-01 01:38:35.751380432,M004,temp,55.92,info
270,2024-06-01 01:39:24.717275485,M021,temp,75.29,info
271,2024-06-01 01:40:55.192480259,M023,pressure,6.91,info
272,2024-06-01 01:41:48.037184880,M002,vibration,2.92,info
273,2024-06-01 01:42:18.754679966,M011,temp,71.84,info
274,2024-06-01 01:42:27.314229915,M013,current,26.55,info
275,2024-06-01 01:42:28.484530256,M013,vibration,3.18,info
276,2024-06-01 01:42:43.187573671,M010,vibration,3.36,info
277,2024-06-01 01:42:47.228423540,M010,current,37.57,warning
278,2024-06-01 01:42:49.447581604,M006,vibration,1.59,info
279,2024-06-01 01:42:55.572214395,M006,current,28.26,info
280,2024-06-01 01:44:02.092862091,M009,temp,75.69,info
281,2024-06-01 01:44:13.320414711,M018,pressure,4.74,warning
282,2024-06-01 01:44:58.052598621,M021,pressure,5.2,info
283,2024-06-01 01:45:07.288482853,M010,pressure,6.55,info
284,2024-06-01 01:45:08.571714093,M013,current,30.02,info
285,2024-06-01 01:45:11.312829034,M016,vibration,3.19,info
286,2024-06-01 01:45:49.591484844,M004,pressure,7.58,warning
287,2024-06-01 01:46:08.919234650,M011,temp,73.85,info
288,2024-06-01 01:46:19.400887979,M019,vibration,3.59,info
289,2024-06-01 01:46:57.318314159,M004,temp,65.68,info
290,2024-06-01 01:46:57.370902183,M014,pressure,6.69,info
291,2024-06-01 01:47:09.733292139,M020,vibration,2.28,info
292,2024-06-01 01:47:17.095983346,M003,vibration,2.53,info
293,2024-06-01 01:47:38.394942246,M011,temp,70.59,info
294,2024-06-01 01:48:49.252272795,M012,pressure,5.18,info
295,2024-06-01 01:50:41.955797915,M022,temp,66.63,info
296,2024-06-01 01:51:15.755659148,M007,current,34.88,info
297,2024-06-01 01:51:24.782334635,M007,vibration,2.15,info
298,2024-06-01 01:51:30.280115172,M010,current,29.56,info
299,2024-06-01 01:51:30.366762607,M006,current,29.8,info
300,2024-06-01 01:52:57.926370320,M024,vibration,2.63,info
301,2024-06-01 01:53:23.914582874,M012,temp,62.89,info
302,2024-06-01 01:54:01.360626998,M019,pressure,5.22,info
303,2024-06-01 01:54:17.182908998,M001,current,32.0,info
304,2024-06-01 01:54:52.408790568,M014,vibration,2.0,info
305,2024-06-01 01:54:56.076596267,M016,temp,66.15,info
306,2024-06-01 01:56:20.112257344,M018,temp,61.18,info
307,2024-06-01 01:56:22.783431809,M004,pressure,6.66,info
308,2024-06-01 01:57:06.534449845,M015,temp,55.64,info
309,2024-06-01 01:57:13.109498632,M019,temp,69.62,info
310,2024-06-01 01:57:47.416924582,M008,vibration,1.06,info
311,2024-06-01 01:58:25.244175092,M008,current,28.25,info
312,2024-06-01 01:59:09.832271739,M001,pressure,4.22,warning
313,2024-06-01 01:59:38.418059468,M015,current,29.55,info
314,2024-06-01 02:00:00.458563550,M009,pressure,5.67,info
315,2024-06-01 02:00:07.253347233,M001,vibration,3.02,info
316,2024-06-01 02:00:19.898044773,M021,vibration,2.37,info
317,2024-06-01 02:00:22.507326886,M002,vibration,4.2,warning
318,2024-06-01 02:00:36.475195117,M012,pressure,6.16,info
319,2024-06-01 02:00:48.970620575,M014,current,29.39,info
320,2024-06-01 02:00:57.251984044,M007,temp,64.93,info
321,2024-06-01 02:01:08.820563554,M008,vibration,3.92,info
322,2024-06-01 02:01:26.620682750,M003,current,23.49,info
323,2024-06-01 02:02:10.683071734,M021,vibration,1.41,info
324,2024-06-01 02:02:14.804276501,M020,pressure,7.04,info
325,2024-06-01 02:02:21.047354163,M018,pressure,4.77,warning
326,2024-06-01 02:02:41.184573024,M019,temp,53.64,info
327,2024-06-01 02:03:45.685176562,M020,temp,64.93,info
328,2024-06-01 02:04:19.128964003,M018,pressure,6.21,info
329,2024-06-01 02:04:24.841611183,M004,current,30.38,info
330,2024-06-01 02:04:28.754638500,M002,pressure,5.18,info
331,2024-06-01 02:04:33.442246118,M023,current,36.65,info
332,2024-06-01 02:04:38.093017245,M003,vibration,2.65,info
333,2024-06-01 02:04:47.039578134,M014,pressure,5.1,info
334,2024-06-01 02:04:55.844811830,M022,current,23.37,info
335,2024-06-01 02:04:56.618817415,M017,vibration,2.79,info
336,2024-06-01 02:05:22.300041661,M003,current,23.93,info
337,2024-06-01 02:06:01.723817564,M006,vibration,2.13,info
338,2024-06-01 02:06:59.291267231,M008,current,28.0,info
339,2024-06-01 02:07:01.053081251,M015,current,29.55,info
340,2024-06-01 02:07:14.805014866,M009,current,30.15,info
341,2024-06-01 02:07:24.034757464,M009,pressure,7.49,warning
342,2024-06-01 02:07:44.811123044,M004,current,22.63,info
343,2024-06-01 02:07:51.026377367,M020,pressure,6.31,info
344,2024-06-01 02:08:16.935300280,M001,current,32.15,info
345,2024-06-01 02:08:40.631032588,M005,vibration,3.57,info
346,2024-06-01 02:08:46.005486109,M004,current,32.83,info
347,2024-06-01 02:09:20.955517251,M021,pressure,4.97,info
348,2024-06-01 02:09:22.725991632,M012,vibration,1.4,info
349,2024-06-01 02:09:50.853527457,M024,vibration,2.04,info
350,2024-06-01 02:10:32.074054936,M013,pressure,7.16,info
351,2024-06-01 02:10:59.320925425,M006,vibration,3.59,info
352,2024-06-01 02:11:17.270506212,M011,vibration,2.8,info
353,2024-06-01 02:12:05.483690119,M022,vibration,1.96,info
354,2024-06-01 02:12:22.473927939,M005,current,37.11,info
355,2024-06-01 02:12:27.521487300,M017,current,29.7,info
356,2024-06-01 02:12:29.561376324,M005,temp,53.82,info
357,2024-06-01 02:12:55.305005222,M016,temp,57.11,info
358,2024-06-01 02:13:20.858577150,M008,vibration,2.01,info
359,2024-06-01 02:13:32.530576991,M009,vibration,2.7,info
360,2024-06-01 02:13:48.520780612,M002,temp,59.39,info
361,2024-06-01 02:15:10.528923895,M010,temp,56.55,info
362,2024-06-01 02:15:10.973629403,M007,vibration,1.71,info
363,2024-06-01 02:15:13.833401989,M019,pressure,5.55,info
364,2024-06-01 02:15:23.033775870,M019,temp,62.15,info
365,2024-06-01 02:15:41.005489215,M017,vibration,4.35,warning
366,2024-06-01 02:15:47.613014491,M017,pressure,5.02,info
367,2024-06-01 02:15:51.702324273,M022,temp,60.02,info
368,2024-06-01 02:16:04.549413278,M016,temp,76.71,info
369,2024-06-01 02:16:11.332950602,M020,temp,69.31,info
370,2024-06-01 02:16:20.538484777,M006,current,27.93,info
371,2024-06-01 02:16:41.123987960,M009,temp,65.03,info
372,2024-06-01 02:17:08.751056477,M007,current,30.41,info
373,2024-06-01 02:17:11.687075974,M012,temp,55.63,info
374,2024-06-01 02:17:33.541711440,M004,vibration,2.71,info
375,2024-06-01 02:17:47.741404605,M004,current,29.38,info
376,2024-06-01 02:18:09.764206190,M011,vibration,3.15,info
377,2024-06-01 02:18:37.653503500,M008,temp,70.2,info
378,2024-06-01 02:19:36.770569468,M011,temp,60.76,info
379,2024-06-01 02:19:52.307562450,M021,vibration,3.22,info
380,2024-06-01 02:19:55.063248703,M021,pressure,3.04,critical
381,2024-06-01 02:20:03.480566192,M018,current,24.32,info
382,2024-06-01 02:20:46.685779074,M003,vibration,4.12,warning
383,2024-06-01 02:21:06.962880243,M009,current,31.05,info
384,2024-06-01 02:21:59.340375742,M022,vibration,1.97,info
385,2024-06-01 02:22:18.228747652,M010,current,32.73,info
386,2024-06-01 02:22:28.981276866,M007,vibration,2.29,info
387,2024-06-01 02:23:05.407146407,M006,pressure,6.66,info
388,2024-06-01 02:23:07.457898140,M003,pressure,6.78,info
389,2024-06-01 02:23:29.061793760,M024,temp,62.14,info
390,2024-06-01 02:23:58.436267399,M009,current,27.1,info
391,2024-06-01 02:24:39.859001998,M011,current,22.49,warning
392,2024-06-01 02:25:03.838390108,M010,pressure,6.18,info
393,2024-06-01 02:25:11.916398236,M024,temp,71.69,info
394,2024-06-01 02:25:28.702796955,M019,temp,65.72,info
395,2024-06-01 02:26:04.352940041,M020,pressure,5.93,info
396,2024-06-01 02:26:05.671652168,M023,temp,57.39,info
397,2024-06-01 02:26:21.129065400,M019,temp,68.42,info
398,2024-06-01 02:26:29.660091724,M011,current,28.11,info
399,2024-06-01 02:27:55.191480197,M021,vibration,2.16,info
400,2024-06-01 02:28:36.598494658,M021,pressure,5.88,info
401,2024-06-01 02:29:06.602845400,M018,pressure,6.47,info
402,2024-06-01 02:29:22.957797598,M007,vibration,1.37,info
403,2024-06-01 02:29:43.565066038,M002,pressure,6.21,info
404,2024-06-01 02:29:48.031384943,M003,vibration,1.66,info
405,2024-06-01 02:29:57.025273587,M013,temp,50.87,warning
406,2024-06-01 02:30:35.025195884,M012,vibration,2.67,info
407,2024-06-01 02:30:57.688457582,M020,vibration,3.2,info
408,2024-06-01 02:31:01.404087541,M019,vibration,2.7,info
409,2024-06-01 02:31:03.233258609,M002,current,28.19,info
410,2024-06-01 02:31:23.146758292,M015,vibration,1.47,info
411,2024-06-01 02:32:06.258181033,M007,vibration,2.64,info
412,2024-06-01 02:32:17.114468230,M016,vibration,3.06,info
413,2024-06-01 02:32:30.041156336,M001,vibration,1.98,info
414,2024-06-01 02:33:03.508008754,M014,vibration,2.29,info
415,2024-06-01 02:33:04.977013211,M017,current,32.31,info
416,2024-06-01 02:33:17.891360073,M019,temp,59.4,info
417,2024-06-01 02:33:22.911400757,M002,current,25.43,info
418,2024-06-01 02:33:23.071476927,M002,temp,73.39,info
419,2024-06-01 02:33:32.181382414,M006,current,29.59,info
420,2024-06-01 02:33:40.235861239,M024,current,30.36,info
421,2024-06-01 02:33:56.017991172,M011,vibration,1.37,info
422,2024-06-01 02:33:56.127940330,M019,pressure,4.25,warning
423,2024-06-01 02:34:13.974778478,M019,vibration,2.25,info
424,2024-06-01 02:34:37.121444266,M022,current,25.48,info
425,2024-06-01 02:34:47.925483759,M022,pressure,6.44,info
426,2024-06-01 02:34:51.340333964,M019,temp,61.92,info
427,2024-06-01 02:34:59.478604838,M009,current,35.29,info
428,2024-06-01 02:35:10.838648544,M019,temp,81.61,warning
429,2024-06-01 02:35:25.776308197,M023,temp,71.08,info
430,2024-06-01 02:35:26.720957025,M019,pressure,6.39,info
431,2024-06-01 02:35:45.840940538,M024,temp,59.08,info
432,2024-06-01 02:35:49.562260736,M019,vibration,1.64,info
433,2024-06-01 02:36:09.702627327,M019,temp,65.21,info
434,2024-06-01 02:36:38.756676604,M023,vibration,3.62,info
435,2024-06-01 02:36:48.179083662,M017,temp,61.43,info
436,2024-06-01 02:37:24.612544078,M009,pressure,5.21,info
437,2024-06-01 02:38:23.883742717,M006,current,23.43,info
438,2024-06-01 02:38:40.051204496,M024,current,32.61,info
439,2024-06-01 02:38:55.039900081,M024,current,29.39,info
440,2024-06-01 02:39:03.813185598,M013,temp,55.66,info
441,2024-06-01 02:39:08.496338227,M001,vibration,2.76,info
442,2024-06-01 02:40:26.450190278,M020,current,21.99,warning
443,2024-06-01 02:40:57.639948840,M016,vibration,0.96,warning
