timestamp,turbine_id,wind_speed_ms,power_kw,rotor_rpm,gearbox_temp_c,nacelle_temp_c
2024-05-15 03:00:00,T07,4.34,7.1,6.14,35.4,34.5
2024-05-18 18:00:00,T03,2.67,0.0,3.05,18.2,19.1
2024-05-02 06:00:00,T05,2.26,0.0,2.85,35.4,36.6
2024-05-09 23:00:00,T07,4.28,5.8,6.38,29.2,25.8
2024-05-12 04:00:00,T07,6.24,88.5,7.94,35.9,35.6
2024-05-03 01:00:00,T02,3.2,0.0,4.4,29.5,29.2
2024-05-13 08:00:00,T07,6.49,127.6,8.09,34.4,36.8
2024-05-07 19:00:00,T02,5.54,45.9,6.84,24.5,21.9
2024-05-18 02:00:00,T01,2.17,0.0,3.59,29.1,30.0
2024-05-27 18:00:00,T04,7.3,288.1,10.23,23.8,22.0
2024-05-29 06:00:00,T03,8.72,660.3,11.76,47.3,40.3
2024-05-17 05:00:00,T01,7.3,214.8,9.1,35.9,33.5
2024-05-29 16:00:00,T06,12.8,2154.5,16.45,61.3,46.0
2024-05-16 10:00:00,T02,0.92,0.0,1.25,26.4,30.6
2024-05-26 09:00:00,T03,5.48,51.3,7.1,32.6,33.3
2024-05-01 11:00:00,T04,4.96,25.1,7.43,28.8,29.1
2024-05-16 01:00:00,T07,5.66,47.2,7.07,32.9,38.1
2024-05-17 11:00:00,T06,4.98,21.2,5.98,28.4,30.4
2024-05-30 13:00:00,T03,7.14,230.8,8.81,28.9,24.0
2024-05-11 19:00:00,T08,7.13,255.4,9.88,28.4,25.6
2024-05-05 06:00:00,T02,7.13,189.6,8.6,35.6,35.4
2024-05-05 04:00:00,T07,5.71,52.5,7.36,34.4,31.9
2024-05-30 07:00:00,T05,11.64,1845.9,15.53,67.3,50.3
2024-05-11 03:00:00,T01,4.03,3.1,5.92,31.1,26.2
2024-05-25 05:00:00,T08,4.19,5.6,5.42,37.3,37.5
2024-05-09 20:00:00,T03,7.7,361.2,10.12,34.4,29.9
2024-05-09 12:00:00,T02,3.01,0.0,3.84,28.4,25.3
2024-05-25 03:00:00,T05,10.75,1304.7,13.97,56.4,49.5
2024-05-26 17:00:00,T02,4.05,3.3,5.38,21.8,23.1
2024-05-29 08:00:00,T08,10.51,1481.5,14.05,60.5,50.3
2024-05-07 21:00:00,T06,4.74,14.8,6.6,23.5,20.8
2024-05-08 00:00:00,T07,6.27,100.4,7.55,31.2,29.8
2024-05-23 14:00:00,T03,8.77,676.9,11.44,34.9,32.1
2024-05-21 08:00:00,T07,4.15,4.0,4.69,33.1,35.8
2024-05-22 20:00:00,T06,4.0,3.0,5.46,17.9,17.5
2024-05-18 22:00:00,T06,2.17,0.0,2.25,25.7,27.0
2024-05-10 03:00:00,T03,6.27,131.2,7.62,36.1,34.3
2024-05-30 22:00:00,T01,7.52,253.1,10.5,26.1,27.9
2024-05-15 01:00:00,T06,6.25,106.4,8.15,28.6,29.6
2024-05-11 05:00:00,T08,2.74,0.0,3.84,35.4,30.2
2024-05-29 09:00:00,T03,2.72,0.0,3.68,34.3,34.3
2024-05-13 21:00:00,T04,1.81,0.0,1.99,22.6,25.4
2024-05-29 20:00:00,T07,8.19,389.6,10.84,28.0,23.1
2024-05-09 13:00:00,T02,10.94,1379.7,14.51,49.5,40.7
2024-05-22 02:00:00,T01,1.92,0.0,2.3,32.6,32.0
2024-05-26 12:00:00,T07,4.61,11.7,6.05,32.1,28.4
2024-05-28 16:00:00,T05,2.07,0.0,3.45,18.1,18.4
2024-05-30 00:00:00,T06,4.56,10.9,5.78,23.9,24.7
2024-05-12 13:00:00,T04,7.45,294.4,9.29,31.3,28.0
2024-05-22 12:00:00,T05,1.77,0.0,2.46,27.6,27.8
2024-05-14 02:00:00,T01,6.84,152.8,9.21,31.3,33.9
2024-05-11 12:00:00,T04,8.31,469.4,10.85,34.4,29.5
2024-05-29 06:00:00,T06,7.47,249.3,9.58,36.4,33.4
2024-05-25 17:00:00,T07,6.28,96.7,7.31,24.1,22.7
2024-05-12 06:00:00,T07,4.58,11.3,6.58,33.6,34.9
2024-05-25 13:00:00,T08,10.95,1730.1,14.55,53.6,42.8
2024-05-16 11:00:00,T04,6.03,102.8,6.65,35.8,33.2
2024-05-17 18:00:00,T06,4.0,2.8,5.55,21.8,23.0
2024-05-15 22:00:00,T03,7.73,397.9,9.76,27.3,25.4
2024-05-17 05:00:00,T05,7.57,268.7,9.69,38.9,37.8
2024-05-16 15:00:00,T05,2.25,0.0,2.92,24.8,22.3
2024-05-23 13:00:00,T07,3.39,0.2,4.06,27.2,30.3
2024-05-16 23:00:00,T03,3.74,1.3,4.81,28.3,28.5
2024-05-29 07:00:00,T05,11.28,1623.2,14.98,65.6,52.1
2024-05-07 04:00:00,T03,2.71,0.0,4.01,32.0,32.2
2024-05-12 05:00:00,T01,5.75,59.9,7.71,34.4,32.3
2024-05-15 18:00:00,T01,9.2,663.5,11.52,32.0,27.9
2024-05-20 04:00:00,T02,7.95,352.3,9.75,38.3,35.0
2024-05-28 05:00:00,T01,14.1,1964.9,18.0,70.2,53.3
2024-05-05 07:00:00,T02,5.55,43.5,6.86,36.2,32.3
2024-05-03 04:00:00,T07,1.99,0.0,1.55,35.5,34.7
2024-05-10 21:00:00,T02,3.66,0.8,3.8,17.6,19.5
2024-05-14 22:00:00,T06,10.34,1081.6,13.51,42.5,33.8
2024-05-12 06:00:00,T04,3.75,1.5,4.38,36.2,33.0
2024-05-10 13:00:00,T06,10.12,934.1,12.78,44.2,31.6
2024-05-02 17:00:00,T01,4.08,3.6,5.81,23.3,25.6
2024-05-19 07:00:00,T04,5.59,62.6,7.42,32.7,33.1
2024-05-09 15:00:00,T05,7.33,218.3,9.65,25.8,25.7
2024-05-29 03:00:00,T04,8.12,430.6,10.52,40.9,36.5
2024-05-16 05:00:00,T08,1.13,0.0,1.84,37.6,33.9
2024-05-19 16:00:00,T05,12.48,1919.9,16.0,56.3,40.9
2024-05-13 05:00:00,T08,5.81,75.6,8.5,38.8,37.7
2024-05-11 19:00:00,T06,4.05,3.6,4.7,21.6,26.2
2024-05-07 05:00:00,T01,1.78,0.0,1.51,34.1,31.9
2024-05-23 17:00:00,T01,6.37,104.5,8.25,23.0,22.8
2024-05-26 18:00:00,T06,1.26,0.0,0.9,22.2,21.7
2024-05-04 02:00:00,T06,7.28,219.7,9.33,37.8,38.4
2024-05-11 02:00:00,T05,3.13,0.0,3.86,26.0,29.4
2024-05-30 20:00:00,T01,6.97,170.3,9.17,25.6,25.5
2024-05-13 12:00:00,T06,8.19,411.7,10.45,33.3,28.8
2024-05-12 03:00:00,T01,11.12,1415.5,14.02,54.2,45.3
2024-05-24 06:00:00,T04,6.12,100.8,7.98,35.8,36.8
2024-05-07 01:00:00,T07,4.59,11.5,5.83,30.2,25.0
2024-05-12 14:00:00,T02,7.86,333.8,10.48,29.3,29.2
2024-05-08 00:00:00,T05,5.97,72.7,7.65,29.1,27.9
2024-05-29 00:00:00,T03,2.39,0.0,4.29,27.7,27.3
2024-05-26 16:00:00,T02,2.28,0.0,2.85,26.0,25.9
2024-05-28 11:00:00,T04,3.77,1.5,5.26,32.7,30.9
2024-05-07 15:00:00,T05,1.26,0.0,1.19,23.4,24.8
2024-05-16 11:00:00,T03,3.63,0.9,4.3,32.0,30.3
2024-05-04 10:00:00,T04,4.68,15.2,6.14,31.3,28.4
2024-05-26 23:00:00,T03,3.64,0.8,4.58,28.6,30.3
2024-05-13 08:00:00,T06,0.53,0.0,1.13,32.7,32.1
2024-05-08 00:00:00,T04,13.98,2503.4,17.81,75.6,54.3
2024-05-13 21:00:00,T05,10.71,1304.6,13.21,46.3,35.2
2024-05-10 02:00:00,T08,5.7,67.1,7.06,34.6,33.6
2024-05-30 21:00:00,T02,2.22,0.0,3.34,25.9,23.6
2024-05-04 09:00:00,T03,2.91,0.0,4.12,34.8,34.3
2024-05-08 23:00:00,T08,11.1,1766.6,14.18,57.2,46.2
2024-05-25 04:00:00,T01,3.83,1.6,5.3,30.3,31.2
2024-05-09 06:00:00,T01,6.36,112.9,8.49,37.0,36.8
2024-05-22 17:00:00,T04,6.45,133.8,8.61,21.2,21.8
2024-05-29 16:00:00,T02,5.11,26.5,6.45,21.9,23.0
2024-05-12 01:00:00,T06,4.43,8.8,6.12,26.4,26.7
2024-05-28 14:00:00,T05,10.15,1091.4,12.48,40.5,36.8
2024-05-23 17:00:00,T04,14.0,2563.9,18.0,67.9,48.8
2024-05-12 01:00:00,T04,6.13,102.6,8.11,31.0,30.6
2024-05-03 20:00:00,T05,2.32,0.0,2.96,23.5,22.2
2024-05-15 09:00:00,T03,1.72,0.0,1.91,30.2,31.9
2024-05-13 04:00:00,T01,3.73,1.0,4.5,34.9,36.2
2024-05-06 15:00:00,T02,8.75,490.7,11.33,29.4,29.6
2024-05-16 10:00:00,T06,2.35,0.0,2.88,32.3,30.4
2024-05-19 14:00:00,T08,6.18,102.6,7.81,25.5,24.3
2024-05-08 19:00:00,T04,,37.0,6.5,18.9,21.2
2024-05-25 13:00:00,T07,3.51,0.3,5.83,25.9,24.3
2024-05-18 04:00:00,T06,8.63,537.1,11.14,43.6,38.9
2024-05-13 00:00:00,T08,8.68,644.0,10.65,41.5,32.9
2024-05-15 13:00:00,T03,6.81,176.5,8.61,29.5,28.5
2024-05-13 07:00:00,T04,5.11,31.2,6.55,36.4,32.0
2024-05-27 19:00:00,T01,2.6,0.0,2.87,19.4,23.1
2024-05-22 11:00:00,T01,5.72,52.7,6.77,36.0,31.7
2024-05-07 20:00:00,T04,7.27,268.3,7.98,29.2,28.0
2024-05-06 07:00:00,T06,1.85,0.0,1.85,30.8,32.9
2024-05-18 21:00:00,T01,2.65,0.0,3.77,29.4,25.3
2024-05-01 17:00:00,T05,7.75,312.0,9.61,28.7,26.7
2024-05-17 16:00:00,T03,5.4,47.4,7.65,27.4,25.6
2024-05-03 01:00:00,T03,11.4,2120.8,14.43,65.7,48.1
2024-05-18 22:00:00,T02,5.24,31.2,7.02,25.2,25.0
2024-05-04 19:00:00,T07,3.34,0.1,4.46,19.9,21.2
2024-05-11 22:00:00,T03,6.42,142.2,8.16,26.2,24.9
2024-05-06 17:00:00,T01,3.97,2.3,4.71,20.3,21.9
2024-05-23 20:00:00,T05,11.92,1895.3,15.28,56.0,42.3
2024-05-11 23:00:00,T08,7.67,344.5,9.95,35.4,32.5
2024-05-28 10:00:00,T01,5.92,60.6,7.19,33.1,32.8
2024-05-16 12:00:00,T01,6.06,76.0,8.43,28.7,27.8
2024-05-20 02:00:00,T05,7.9,344.6,10.8,37.0,34.7
2024-05-02 11:00:00,T03,6.04,98.5,8.26,33.3,29.9
2024-05-27 02:00:00,T01,3.88,2.0,4.27,31.7,32.7
2024-05-12 19:00:00,T05,5.34,36.0,6.74,23.6,23.6
2024-05-25 01:00:00,T06,12.91,2031.0,17.55,62.8,52.3
2024-05-01 16:00:00,T02,11.42,1627.3,14.44,54.0,38.5
2024-05-15 22:00:00,T01,3.33,0.1,4.27,27.2,24.6
2024-05-05 00:00:00,T02,3.65,0.7,4.36,23.3,20.9
2024-05-29 02:00:00,T03,9.21,827.6,11.71,47.3,40.0
2024-05-10 12:00:00,T06,0.65,0.0,0.54,31.5,27.9
2024-05-15 16:00:00,T07,5.66,53.7,7.34,21.6,24.9
2024-05-13 17:00:00,T03,3.76,1.4,4.42,28.5,22.0
2024-05-18 03:00:00,T07,4.44,8.3,4.75,35.0,32.9
2024-05-22 02:00:00,T06,5.83,59.8,8.17,35.9,33.1
2024-05-04 11:00:00,T04,7.1,215.6,8.84,33.7,31.6
2024-05-02 12:00:00,T03,3.9,2.5,5.49,27.0,28.1
2024-05-16 11:00:00,T02,5.27,33.0,6.97,30.9,29.4
2024-05-08 02:00:00,T02,5.44,40.1,6.73,34.6,30.4
2024-05-14 11:00:00,T04,3.95,3.2,5.45,27.3,28.4
2024-05-20 09:00:00,T05,8.93,562.9,10.93,42.3,39.8
2024-05-23 04:00:00,T05,3.18,0.0,4.27,34.8,32.3
2024-05-28 08:00:00,T03,2.85,0.0,2.91,32.0,33.7
2024-05-29 00:00:00,T08,6.24,116.6,7.72,31.3,29.3
2024-05-08 01:00:00,T01,10.71,1354.3,13.03,51.3,43.6
2024-05-02 21:00:00,T03,12.06,2592.4,15.64,72.1,51.9
2024-05-13 04:00:00,T02,4.02,3.2,5.04,34.3,31.8
2024-05-05 01:00:00,T02,9.4,767.8,11.5,43.6,36.8
2024-05-14 08:00:00,T03,5.24,40.9,6.34,30.6,32.0
2024-05-26 11:00:00,T08,0.51,0.0,0.73,26.9,28.5
2024-05-23 14:00:00,T07,2.58,0.0,3.56,31.0,24.3
2024-05-27 16:00:00,T05,3.98,2.5,5.38,23.5,26.4
2024-05-23 02:00:00,T06,3.62,0.7,5.29,28.5,30.1
2024-05-05 22:00:00,T06,3.82,1.6,4.85,27.1,26.5
2024-05-08 02:00:00,T07,2.19,0.0,2.57,28.3,31.8
2024-05-03 20:00:00,T01,10.29,1144.0,12.94,44.9,34.2
2024-05-07 02:00:00,T02,5.55,46.2,8.42,34.2,32.4
2024-05-21 01:00:00,T07,0.95,0.0,1.88,29.6,30.4
2024-05-13 01:00:00,T06,1.41,0.0,1.32,28.5,29.3
2024-05-04 22:00:00,T05,7.41,236.5,9.86,26.5,28.7
2024-05-23 01:00:00,T08,3.21,0.0,4.82,29.5,27.3
2024-05-24 00:00:00,T01,9.24,664.8,11.87,37.4,34.6
2024-05-25 01:00:00,T07,4.86,18.3,5.95,33.9,32.5
2024-05-11 01:00:00,T06,2.79,0.0,2.4,30.3,27.9
2024-05-28 22:00:00,T05,6.51,143.1,8.82,24.1,26.4
2024-05-29 17:00:00,T05,5.84,66.1,7.65,19.9,20.3
2024-05-06 04:00:00,T01,4.06,3.4,5.77,31.3,32.8
2024-05-04 06:00:00,T02,17.4,2100.0,18.0,73.2,56.8
2024-05-24 23:00:00,T02,7.1,207.6,8.85,28.9,29.4
2024-05-25 06:00:00,T04,5.87,85.7,7.13,35.5,32.1
2024-05-23 17:00:00,T07,7.46,257.5,9.61,25.9,24.1
2024-05-21 13:00:00,T06,9.44,827.0,11.84,44.3,33.5
2024-05-09 18:00:00,T07,7.33,222.0,9.87,27.0,22.6
2024-05-11 22:00:00,T02,9.91,899.5,11.75,42.3,34.0
2024-05-08 19:00:00,T02,4.68,12.6,6.06,19.9,22.1
2024-05-07 20:00:00,T07,7.92,349.5,10.21,,24.6
2024-05-03 17:00:00,T06,1.25,0.0,1.93,21.5,19.2
2024-05-06 21:00:00,T04,7.46,279.2,9.89,29.8,25.7
2024-05-22 22:00:00,T04,2.69,0.0,2.81,28.3,23.8
2024-05-28 04:00:00,T04,8.21,523.6,10.28,42.8,39.6
2024-05-23 13:00:00,T02,4.55,9.9,6.48,24.9,26.5
2024-05-11 14:00:00,T05,8.56,532.9,11.36,34.3,31.5
2024-05-23 16:00:00,T08,4.06,4.2,5.7,22.1,21.2
2024-05-16 13:00:00,T04,4.52,12.4,5.91,26.2,25.9
2024-05-12 19:00:00,T07,4.43,8.1,6.33,21.1,21.8
2024-05-17 02:00:00,T05,8.52,489.1,11.14,43.2,40.5
2024-05-20 22:00:00,T07,5.35,34.0,7.08,23.1,27.3
2024-05-18 23:00:00,T03,1.22,99999.0,2.44,23.8,21.4
2024-05-22 12:00:00,T06,3.25,0.0,3.58,30.6,29.3
2024-05-29 01:00:00,T01,7.59,283.1,9.45,34.5,34.4
2024-05-08 12:00:00,T04,4.48,11.5,5.75,31.4,29.6
2024-05-19 20:00:00,T03,5.77,70.2,7.15,20.4,19.7
2024-05-09 10:00:00,T04,1.36,0.0,2.39,32.6,34.0
2024-05-25 19:00:00,T08,1.45,0.0,2.1,19.2,20.4
2024-05-20 14:00:00,T02,6.69,140.5,8.07,30.0,24.3
2024-05-09 22:00:00,T07,6.36,104.1,8.75,30.5,26.7
2024-05-12 07:00:00,T02,4.91,18.9,6.25,30.8,33.1
2024-05-13 16:00:00,T07,2.97,0.0,3.85,23.3,25.1
2024-05-20 19:00:00,T04,3.66,1.1,4.39,22.2,24.6
2024-05-15 19:00:00,T06,4.62,11.9,5.79,22.7,25.2
2024-05-11 12:00:00,T02,6.29,105.7,8.71,30.9,29.4
2024-05-15 13:00:00,T01,9.92,892.2,12.67,41.6,35.6
2024-05-10 01:00:00,T02,2.16,0.0,3.05,30.8,30.5
2024-05-02 19:00:00,T08,4.0,3.5,4.58,25.3,22.8
2024-05-22 04:00:00,T05,,66.2,7.29,37.9,35.3
2024-05-18 04:00:00,T04,6.62,164.4,8.6,39.8,36.3
2024-05-22 11:00:00,T04,1.57,0.0,2.23,29.1,28.2
2024-05-08 19:00:00,T08,6.46,151.9,7.51,26.9,24.7
2024-05-15 02:00:00,T05,4.69,12.9,6.8,28.5,29.6
2024-05-25 16:00:00,T07,6.12,83.7,9.08,23.9,24.1
2024-05-12 12:00:00,T01,6.17,80.0,8.58,28.0,25.2
2024-05-11 09:00:00,T01,7.25,203.8,8.87,39.9,35.5
2024-05-01 13:00:00,T05,4.74,15.4,5.88,27.6,26.0
2024-05-11 03:00:00,T02,3.3,0.1,4.53,35.0,32.5
2024-05-26 07:00:00,T01,8.34,396.5,11.14,35.7,33.7
2024-05-25 05:00:00,T05,6.11,87.8,8.52,33.8,33.7
2024-05-13 01:00:00,T04,7.49,297.0,9.23,35.5,33.8
2024-05-20 19:00:00,T05,6.07,74.2,8.44,24.0,22.0
2024-05-27 14:00:00,T04,6.5,141.8,8.19,30.0,28.2
2024-05-17 22:00:00,T06,9.8,931.6,12.05,39.4,29.8
2024-05-05 08:00:00,T07,10.95,1439.7,13.87,60.4,49.4
2024-05-19 14:00:00,T06,9.51,763.6,11.42,33.6,29.5
2024-05-08 00:00:00,T06,3.93,2.2,4.61,28.5,27.7
2024-05-07 00:00:00,T05,1.85,0.0,2.74,26.0,26.7
2024-05-02 21:00:00,T05,2.56,0.0,4.38,29.2,28.9
2024-05-02 09:00:00,T04,4.27,7.5,4.9,33.3,33.4
2024-05-22 19:00:00,T03,6.81,191.7,9.43,28.4,23.1
2024-05-17 02:00:00,T08,5.8,76.1,7.88,33.0,32.8
2024-05-16 21:00:00,T03,6.25,107.1,8.31,28.5,25.5
2024-05-20 04:00:00,T03,5.61,61.5,7.2,33.8,35.0
2024-05-30 14:00:00,T07,7.89,300.6,11.28,32.3,30.1
2024-05-09 01:00:00,T06,8.18,396.5,10.76,34.7,30.8
2024-05-16 16:00:00,T05,11.38,1834.0,15.58,61.3,43.8
2024-05-08 02:00:00,T06,9.58,724.5,12.66,46.1,42.9
2024-05-01 09:00:00,T08,1.42,0.0,1.52,26.5,26.8
2024-05-29 18:00:00,T06,1.92,0.0,2.48,16.6,21.4
2024-05-06 10:00:00,T06,6.26,98.6,7.74,,34.1
2024-05-14 13:00:00,T01,13.34,1981.7,17.22,62.8,48.2
2024-05-08 13:00:00,T08,4.19,5.7,5.45,22.0,26.1
2024-05-12 03:00:00,T03,7.14,219.7,9.03,34.3,32.8
2024-05-22 06:00:00,T07,3.21,0.0,2.93,32.4,33.7
2024-05-28 12:00:00,T02,2.31,0.0,3.99,29.4,29.5
2024-05-22 15:00:00,T05,8.1,361.2,10.13,31.1,26.8
2024-05-19 20:00:00,T05,8.38,454.9,11.09,34.5,30.1
2024-05-27 16:00:00,T03,10.94,1593.2,14.41,52.2,40.2
2024-05-14 17:00:00,T03,5.19,37.4,7.09,22.3,21.7
2024-05-30 11:00:00,T05,5.31,34.7,7.62,30.8,29.7
2024-05-12 09:00:00,T03,5.97,87.0,7.87,33.7,33.9
2024-05-03 03:00:00,T08,6.33,128.3,8.11,35.5,32.7
2024-05-11 15:00:00,T01,7.94,307.1,10.67,34.7,29.1
2024-05-02 09:00:00,T03,1.32,0.0,1.52,31.6,33.3
2024-05-09 14:00:00,T03,3.81,1.7,5.35,27.9,26.1
2024-05-16 02:00:00,T05,3.89,2.1,5.38,32.8,31.5
2024-05-30 23:00:00,T04,4.88,22.4,6.6,23.9,26.1
2024-05-19 14:00:00,T03,1.83,0.0,2.17,27.8,21.7
2024-05-29 13:00:00,T08,4.34,8.5,6.63,27.3,22.9
2024-05-13 09:00:00,T08,3.42,0.3,4.33,33.5,31.9
2024-05-30 12:00:00,T07,1.7,0.0,1.58,27.6,24.7
